,Output_gene,Input_gene,Func_sim_score,Func_assoc_terms,Pheno_sim_score,Pheno_assoc_terms,Gene_Gene_hit
41,SCARB2,NHLRC1,,,0.2549019607843137,"['Involuntary movements', 'Abnormality of metabolism/homeostasis', 'Absence seizure', 'Abnormality of central motor function', 'Cutaneous photosensitivity', 'Generalized abnormality of skin', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Mental deterioration', 'Abnormality of digestive system physiology', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Generalized myoclonic seizures', 'Seizures', 'Abnormality of the integument', 'Gait disturbance', 'Myoclonus', 'Abnormality of movement', 'Abnormality of skin morphology', 'Abnormality of the digestive system', 'Abnormality of the skin', 'Abnormality of the nervous system']",
42,SCN1B,EPM2A,,,0.2109375,"['Involuntary movements', 'Absence seizure', 'Abnormal eye physiology', 'Abnormality of central motor function', 'Focal-onset seizure', 'Cutaneous photosensitivity', 'Abnormality of vision', 'Generalized abnormality of skin', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Mental deterioration', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'All', 'Generalized myoclonic seizures', 'Seizures', 'Abnormality of the integument', 'Abnormality of movement', 'Abnormality of skin morphology', 'Abnormality of the eye', 'Visual impairment', 'Generalized tonic-clonic seizures with focal onset', 'Abnormality of the skin', 'Abnormality of the nervous system', 'Behavioral abnormality']",
43,SCN1B,NHLRC1,,,0.2109375,"['Involuntary movements', 'Absence seizure', 'Abnormal eye physiology', 'Abnormality of central motor function', 'Focal-onset seizure', 'Cutaneous photosensitivity', 'Abnormality of vision', 'Generalized abnormality of skin', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Mental deterioration', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'All', 'Generalized myoclonic seizures', 'Seizures', 'Abnormality of the integument', 'Abnormality of movement', 'Abnormality of skin morphology', 'Abnormality of the eye', 'Visual impairment', 'Generalized tonic-clonic seizures with focal onset', 'Abnormality of the skin', 'Abnormality of the nervous system', 'Behavioral abnormality']",
1,ADRA2B,NHLRC1,,,0.20512820512820512,"['Focal-onset seizure', 'Abnormality of movement', 'Abnormality of vision', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Involuntary movements', 'All', 'Abnormality of the eye', 'Generalized tonic-clonic seizures', 'Seizures', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Myoclonus', 'Generalized-onset seizure']",
0,ADRA2B,EPM2A,,,0.20512820512820512,"['Focal-onset seizure', 'Abnormality of movement', 'Abnormality of vision', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Involuntary movements', 'All', 'Abnormality of the eye', 'Generalized tonic-clonic seizures', 'Seizures', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Myoclonus', 'Generalized-onset seizure']",
237,GYG1,NHLRC1,,,,,1.0
242,GYG1,EPM2A,,,,,1.0
8,EFHC1,NHLRC1,,,0.2028985507246377,"['Abnormality of movement', 'Phenotypic abnormality', 'Abnormality of nervous system physiology', 'Involuntary movements', 'All', 'Absence seizure', 'Abnormality of the eye', 'Generalized tonic-clonic seizures', 'Seizures', 'Behavioral abnormality', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Myoclonus', 'Generalized-onset seizure']",
9,EFHC1,EPM2A,,,0.2028985507246377,"['Abnormality of movement', 'Phenotypic abnormality', 'Abnormality of nervous system physiology', 'Involuntary movements', 'All', 'Absence seizure', 'Abnormality of the eye', 'Generalized tonic-clonic seizures', 'Seizures', 'Behavioral abnormality', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Myoclonus', 'Generalized-onset seizure']",
2,NPC1,NHLRC1,,,0.2066115702479339,"['Abnormality of metabolism/homeostasis', 'Abnormal eye physiology', 'Abnormality of central motor function', 'Generalized abnormality of skin', 'Abnormality of hepatobiliary system physiology', 'Mental deterioration', 'Abnormality of digestive system physiology', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Seizures', 'Abnormality of the integument', 'Abnormality of movement', 'Abnormality of skin morphology', 'Abnormality of the digestive system', 'Abnormality of the eye', 'Abnormality of the skin', 'Hepatic failure', 'Decreased liver function', 'Abnormality of the nervous system', 'Psychosis', 'Behavioral abnormality']",
3,NPC1,EPM2A,,,0.2066115702479339,"['Abnormality of metabolism/homeostasis', 'Abnormal eye physiology', 'Abnormality of central motor function', 'Generalized abnormality of skin', 'Abnormality of hepatobiliary system physiology', 'Mental deterioration', 'Abnormality of digestive system physiology', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Seizures', 'Abnormality of the integument', 'Abnormality of movement', 'Abnormality of skin morphology', 'Abnormality of the digestive system', 'Abnormality of the eye', 'Abnormality of the skin', 'Hepatic failure', 'Decreased liver function', 'Abnormality of the nervous system', 'Psychosis', 'Behavioral abnormality']",
48,SNCB,NHLRC1,,,0.20689655172413793,"['Phenotypic abnormality', 'Hallucinations', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Dementia', 'Cognitive impairment', 'All', 'Visual hallucinations', 'Abnormality of the nervous system', 'Behavioral abnormality', 'Abnormality of central motor function', 'Mental deterioration']",
49,SNCB,EPM2A,,,0.20689655172413793,"['Phenotypic abnormality', 'Hallucinations', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Dementia', 'Cognitive impairment', 'All', 'Visual hallucinations', 'Abnormality of the nervous system', 'Behavioral abnormality', 'Abnormality of central motor function', 'Mental deterioration']",
50,SORL1,EPM2A,,,0.20212765957446807,"['Myoclonus', 'Abnormality of movement', 'Abnormality of vision', 'Phenotypic abnormality', 'Apraxia', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'Involuntary movements', 'All', 'Abnormality of the eye', 'Seizures', 'Behavioral abnormality', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Mental deterioration', 'Abnormality of central motor function', 'Hallucinations']",
51,SORL1,NHLRC1,,,0.20212765957446807,"['Myoclonus', 'Abnormality of movement', 'Abnormality of vision', 'Phenotypic abnormality', 'Apraxia', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'Involuntary movements', 'All', 'Abnormality of the eye', 'Seizures', 'Behavioral abnormality', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Mental deterioration', 'Abnormality of central motor function', 'Hallucinations']",
6,DNAJC5,EPM2A,,,0.2391304347826087,"['Involuntary movements', 'Abnormality of metabolism/homeostasis', 'Abnormality of central motor function', 'Abnormality of hepatobiliary system physiology', 'Abnormality of digestive system physiology', 'Mental deterioration', 'Hallucinations', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Seizures', 'Myoclonus', 'Abnormality of movement', 'Abnormality of the digestive system', 'Visual hallucinations', 'Hepatic failure', 'Decreased liver function', 'Abnormality of the nervous system', 'Behavioral abnormality']",
7,DNAJC5,NHLRC1,,,0.2391304347826087,"['Involuntary movements', 'Abnormality of metabolism/homeostasis', 'Abnormality of central motor function', 'Abnormality of hepatobiliary system physiology', 'Abnormality of digestive system physiology', 'Mental deterioration', 'Hallucinations', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Seizures', 'Myoclonus', 'Abnormality of movement', 'Abnormality of the digestive system', 'Visual hallucinations', 'Hepatic failure', 'Decreased liver function', 'Abnormality of the nervous system', 'Behavioral abnormality']",
267,STUB1,EPM2A,,,,,1.0
228,STUB1,NHLRC1,,,,,1.0
15,GRIN2A,NHLRC1,,,0.20588235294117646,"['Focal-onset seizure', 'Abnormality of movement', 'Apraxia', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'All', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Generalized tonic-clonic seizures with focal onset', 'Seizures', 'Abnormality of the nervous system', 'Behavioral abnormality', 'Abnormality of central motor function']",
14,GRIN2A,EPM2A,,,0.20588235294117646,"['Focal-onset seizure', 'Abnormality of movement', 'Apraxia', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'All', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Generalized tonic-clonic seizures with focal onset', 'Seizures', 'Abnormality of the nervous system', 'Behavioral abnormality', 'Abnormality of central motor function']",
241,GYG2,EPM2A,,,,,1.0
238,GYG2,NHLRC1,,,,,1.0
53,CSTB,EPM2A,,,0.34285714285714286,"['Involuntary movements', 'Absence seizure', 'Abnormality of central motor function', 'Focal-onset seizure', 'Cutaneous photosensitivity', 'Generalized abnormality of skin', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Mental deterioration', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Generalized myoclonic seizures', 'Seizures', 'Abnormality of the integument', 'Myoclonus', 'Abnormality of movement', 'Abnormality of skin morphology', 'Generalized tonic-clonic seizures with focal onset', 'Abnormality of the skin', 'Abnormality of the nervous system']",
52,CSTB,NHLRC1,,,0.34285714285714286,"['Involuntary movements', 'Absence seizure', 'Abnormality of central motor function', 'Focal-onset seizure', 'Cutaneous photosensitivity', 'Generalized abnormality of skin', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Mental deterioration', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Generalized myoclonic seizures', 'Seizures', 'Abnormality of the integument', 'Myoclonus', 'Abnormality of movement', 'Abnormality of skin morphology', 'Generalized tonic-clonic seizures with focal onset', 'Abnormality of the skin', 'Abnormality of the nervous system']",
225,GYS1,NHLRC1,,,,,1.0
247,GYS1,EPM2A,,,,,1.0
254,GYS2,EPM2A,,,,,1.0
227,GYS2,NHLRC1,,,,,1.0
17,ITM2B,NHLRC1,,,0.2111111111111111,"['Abnormality of movement', 'Progressive neurologic deterioration', 'Abnormality of vision', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'Involuntary movements', 'Abnormality of metabolism/homeostasis', 'All', 'Abnormality of the eye', 'Visual impairment', 'Psychosis', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Behavioral abnormality', 'Abnormality of central motor function', 'Mental deterioration']",
16,ITM2B,EPM2A,,,0.2111111111111111,"['Abnormality of movement', 'Progressive neurologic deterioration', 'Abnormality of vision', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'Involuntary movements', 'Abnormality of metabolism/homeostasis', 'All', 'Abnormality of the eye', 'Visual impairment', 'Psychosis', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Behavioral abnormality', 'Abnormality of central motor function', 'Mental deterioration']",
18,KCNC1,NHLRC1,,,0.21428571428571427,"['Abnormality of movement', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Involuntary movements', 'All', 'Seizures', 'Abnormality of the nervous system', 'Myoclonus', 'Abnormality of central motor function', 'Mental deterioration']",
19,KCNC1,EPM2A,,,0.21428571428571427,"['Abnormality of movement', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Involuntary movements', 'All', 'Seizures', 'Abnormality of the nervous system', 'Myoclonus', 'Abnormality of central motor function', 'Mental deterioration']",
20,KCNQ3,NHLRC1,,,0.2727272727272727,"['Involuntary movements', 'Abnormal eye physiology', 'Abnormality of central motor function', 'Focal-onset seizure', 'Abnormality of vision', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Abnormality of digestive system physiology', 'Hallucinations', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'All', 'Seizures', 'Myoclonus', 'Abnormality of movement', 'Abnormality of the digestive system', 'Abnormality of the eye', 'Abnormality of the nervous system', 'Behavioral abnormality']",
21,KCNQ3,EPM2A,,,0.2727272727272727,"['Involuntary movements', 'Abnormal eye physiology', 'Abnormality of central motor function', 'Focal-onset seizure', 'Abnormality of vision', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Abnormality of digestive system physiology', 'Hallucinations', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'All', 'Seizures', 'Myoclonus', 'Abnormality of movement', 'Abnormality of the digestive system', 'Abnormality of the eye', 'Abnormality of the nervous system', 'Behavioral abnormality']",
22,LGI1,NHLRC1,,,0.22916666666666666,"['Focal-onset seizure', 'Focal sensory seizure', 'Phenotypic abnormality', 'Abnormality of nervous system physiology', 'All', 'Generalized tonic-clonic seizures', 'Focal aware seizure', 'Generalized tonic-clonic seizures with focal onset', 'Seizures', 'Abnormality of the nervous system', 'Generalized-onset seizure']",
23,LGI1,EPM2A,,,0.22916666666666666,"['Focal-onset seizure', 'Focal sensory seizure', 'Phenotypic abnormality', 'Abnormality of nervous system physiology', 'All', 'Generalized tonic-clonic seizures', 'Focal aware seizure', 'Generalized tonic-clonic seizures with focal onset', 'Seizures', 'Abnormality of the nervous system', 'Generalized-onset seizure']",
36,PRICKLE1,EPM2A,,,0.2857142857142857,"['Involuntary movements', 'Absence seizure', 'Abnormality of central motor function', 'Focal-onset seizure', 'Cutaneous photosensitivity', 'Generalized abnormality of skin', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Mental deterioration', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Generalized myoclonic seizures', 'Seizures', 'Abnormality of the integument', 'Myoclonus', 'Abnormality of movement', 'Abnormality of skin morphology', 'Generalized tonic-clonic seizures with focal onset', 'Abnormality of the skin', 'Abnormality of the nervous system']",
37,PRICKLE1,NHLRC1,,,0.2857142857142857,"['Involuntary movements', 'Absence seizure', 'Abnormality of central motor function', 'Focal-onset seizure', 'Cutaneous photosensitivity', 'Generalized abnormality of skin', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Mental deterioration', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'Dementia', 'All', 'Generalized myoclonic seizures', 'Seizures', 'Abnormality of the integument', 'Myoclonus', 'Abnormality of movement', 'Abnormality of skin morphology', 'Generalized tonic-clonic seizures with focal onset', 'Abnormality of the skin', 'Abnormality of the nervous system']",
89,PPP1R3D,NHLRC1,0.31176470588235294,"['glucan metabolic process', 'catalytic activity, acting on a protein', 'cellular macromolecule metabolic process', 'carbohydrate metabolic process', 'cellular protein metabolic process', 'cellular biosynthetic process', 'phosphate-containing compound metabolic process', 'organic substance biosynthetic process', 'oxidation-reduction process', 'glucan biosynthetic process', 'cellular carbohydrate biosynthetic process', 'regulation of macromolecule metabolic process', 'macromolecule biosynthetic process', 'protein metabolic process', 'carbohydrate biosynthetic process', 'macromolecule modification', 'cellular macromolecule biosynthetic process', 'catalytic activity', 'polysaccharide metabolic process', 'macromolecule catabolic process', 'macromolecule metabolic process', 'cellular catabolic process', 'cellular glucan metabolic process', 'biological regulation', 'nitrogen compound metabolic process', 'protein modification process', 'cellular metabolic process', 'cellular process', 'regulation of cellular process', 'cellular protein modification process', 'phosphorus metabolic process', 'generation of precursor metabolites and energy', 'regulation of cellular metabolic process', 'catabolic process', 'organic substance catabolic process', 'biosynthetic process', 'binding', 'glycogen metabolic process', 'organonitrogen compound metabolic process', 'primary metabolic process', 'glycogen biosynthetic process', 'energy derivation by oxidation of organic compounds', 'cellular polysaccharide metabolic process', 'regulation of primary metabolic process', 'energy reserve metabolic process', 'cellular carbohydrate metabolic process', 'regulation of biological process', 'cellular polysaccharide biosynthetic process', 'metabolic process', 'protein binding', 'organic substance metabolic process', 'polysaccharide biosynthetic process', 'regulation of metabolic process']",,,
265,PPP1R3D,EPM2A,,,,,1.0
55,MECR,EPM2A,,,0.20253164556962025,"['Abnormality of movement', 'Abnormality of the digestive system', 'Abnormality of vision', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Involuntary movements', 'Gait disturbance', 'All', 'Abnormality of the eye', 'Visual impairment', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Myoclonus', 'Abnormality of central motor function', 'Abnormality of digestive system physiology']",
54,MECR,NHLRC1,,,0.20253164556962025,"['Abnormality of movement', 'Abnormality of the digestive system', 'Abnormality of vision', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Involuntary movements', 'Gait disturbance', 'All', 'Abnormality of the eye', 'Visual impairment', 'Abnormality of the nervous system', 'Abnormal eye physiology', 'Myoclonus', 'Abnormality of central motor function', 'Abnormality of digestive system physiology']",
226,PPP1R3C,NHLRC1,,,,,1.0
258,PPP1R3C,EPM2A,,,,,1.0
32,PPOX,EPM2A,,,0.22093023255813954,"['Abnormality of skin morphology', 'Cutaneous photosensitivity', 'Abnormality of the digestive system', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Abnormality of metabolism/homeostasis', 'Generalized abnormality of skin', 'Abnormality of digestive system physiology', 'All', 'Visual hallucinations', 'Abnormality of the skin', 'Seizures', 'Abnormality of the integument', 'Abnormality of the nervous system', 'Psychosis', 'Behavioral abnormality', 'Abnormality of central motor function', 'Hallucinations']",
33,PPOX,NHLRC1,,,0.22093023255813954,"['Abnormality of skin morphology', 'Cutaneous photosensitivity', 'Abnormality of the digestive system', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Abnormality of metabolism/homeostasis', 'Generalized abnormality of skin', 'Abnormality of digestive system physiology', 'All', 'Visual hallucinations', 'Abnormality of the skin', 'Seizures', 'Abnormality of the integument', 'Abnormality of the nervous system', 'Psychosis', 'Behavioral abnormality', 'Abnormality of central motor function', 'Hallucinations']",
31,PLCB1,EPM2A,,,0.2028985507246377,"['Focal-onset seizure', 'Abnormality of movement', 'Abnormality of skin morphology', 'Phenotypic abnormality', 'Abnormality of nervous system physiology', 'Involuntary movements', 'All', 'Generalized-onset seizure', 'Abnormality of the skin', 'Seizures', 'Abnormality of the integument', 'Abnormality of the nervous system', 'Myoclonus', 'Abnormality of central motor function']",
30,PLCB1,NHLRC1,,,0.2028985507246377,"['Focal-onset seizure', 'Abnormality of movement', 'Abnormality of skin morphology', 'Phenotypic abnormality', 'Abnormality of nervous system physiology', 'Involuntary movements', 'All', 'Generalized-onset seizure', 'Abnormality of the skin', 'Seizures', 'Abnormality of the integument', 'Abnormality of the nervous system', 'Myoclonus', 'Abnormality of central motor function']",
26,PCDH19,NHLRC1,,,0.28,"['Involuntary movements', 'Absence seizure', 'Abnormal eye physiology', 'Abnormality of central motor function', 'Focal-onset seizure', 'Cutaneous photosensitivity', 'Abnormality of vision', 'Generalized abnormality of skin', 'Generalized tonic-clonic seizures', 'Generalized-onset seizure', 'Mental deterioration', 'Phenotypic abnormality', 'Abnormality of higher mental function', 'Abnormality of nervous system physiology', 'Cognitive impairment', 'All', 'Generalized myoclonic seizures', 'Seizures', 'Abnormality of the integument', 'Abnormality of movement', 'Abnormality of skin morphology', 'Abnormality of the eye', 'Visual impairment', 'Generalized tonic-clonic seizures with focal onset', 'Abnormality of the skin', 'Abnormality of the nervous system', 'Psychosis', 'Behavioral abnormality']",
