drug_concept_id,personCnt,concept_name
1746143,41206,Piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution
19049335,40948,Potassium Chloride 1.33 MEQ/ML Oral Solution
19077546,40696,Furosemide 20 MG Oral Tablet
19073777,40619,Azithromycin 250 MG Oral Tablet
40162494,40367,Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet
19037061,39822,Calcium Gluconate 100 MG/ML Injectable Solution
43011816,39266,"heparin sodium, porcine 100 UNT/ML Injectable Solution"
967434,38725,Simethicone 80 MG Chewable Tablet
957136,38140,Furosemide 40 MG Oral Tablet
19077343,37770,ferrous sulfate 325 MG Delayed Release Oral Tablet
1551170,37092,Prednisone 20 MG Oral Tablet
19129446,36754,1 ML Lorazepam 2 MG/ML Cartridge
19041255,36738,Acetaminophen 650 MG Rectal Suppository [Acephen]
19072176,36598,Acetaminophen 32 MG/ML Oral Solution
19049340,36461,Potassium Chloride 0.4 MEQ/ML Injectable Solution
967825,36283,Glucose 50 MG/ML / Sodium Chloride 0.154 MEQ/ML Injectable Solution
1836434,35913,Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet
19122573,35736,Esomeprazole 40 MG Injection [Nexium]
953102,35159,50 ML Famotidine 0.4 MG/ML Injection
19073093,34847,Amlodipine 10 MG Oral Tablet
19039742,34670,Vancomycin 50 MG/ML Injectable Solution [Vancocin]
19123105,34265,Esomeprazole 40 MG Delayed Release Oral Capsule
19077513,33922,Folic Acid 1 MG Oral Tablet
19019273,33621,Naproxen 500 MG Oral Tablet
1326196,32815,Oxytocin 0.06 UNT/ML Injectable Solution
40241504,32795,Dexamethasone phosphate 4 MG/ML Injectable Solution
1746142,32559,Piperacillin 40 MG/ML / tazobactam 5 MG/ML Injectable Solution
19093963,31856,Magnesium Sulfate 0.163 MEQ/ML Injectable Solution
19080128,31824,Lisinopril 10 MG Oral Tablet
1545999,31338,atorvastatin 20 MG Oral Tablet [Lipitor]
19078924,31060,Midazolam 1 MG/ML Injectable Solution
19099840,30929,Benzocaine 200 MG/ML Topical Spray
1539411,30899,Simvastatin 20 MG Oral Tablet
19077344,30851,ferrous sulfate 325 MG Oral Tablet
968477,30340,3 ML Sodium Chloride 9 MG/ML Prefilled Syringe
40164929,30328,Metformin hydrochloride 500 MG Oral Tablet
40227012,29720,Lidocaine Hydrochloride 10 MG/ML Injectable Solution
19036517,29662,Propofol 10 MG/ML Injectable Suspension [Diprivan]
19079322,29239,Potassium Chloride 0.1 MEQ/ML Injectable Solution
44818411,29090,"0.5 ML Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [A"
1107882,29017,Loratadine 10 MG Oral Tablet
19115197,28692,Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet
40244026,28552,Naloxone Hydrochloride 0.4 MG/ML Injectable Solution
45776408,27856,Lidocaine 0.05 MG/MG Topical Ointment
19078461,27708,Ibuprofen 200 MG Oral Tablet
40164825,27648,"Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007, IVR-148 (H1N1) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated A-Uruguay-716-2007, NYMC X-175C (H3N2) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008 strain 0.03"
19070371,27641,"Sodium Phosphate, Dibasic 59.3 MG/ML / Sodium Phosphate, Monobasic 161 MG/ML Enema"
19078555,27561,"Regular Insulin, Human 100 UNT/ML Injectable Solution"
19019418,27359,Omeprazole 20 MG Delayed Release Oral Capsule
40166830,27003,24 HR metoprolol succinate 50 MG Extended Release Oral Tablet
967905,26897,Sodium Chloride 0.0769 MEQ/ML Injectable Solution
40163555,26708,Warfarin Sodium 5 MG Oral Tablet [Coumadin]
40167196,26604,5 ML Metoprolol Tartrate 1 MG/ML Injection
40162515,26082,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet
19093947,25873,Magnesium Sulfate 0.325 MEQ/ML Injectable Solution
19049334,25754,Potassium Chloride 0.2 MEQ/ML Injectable Solution
1539407,25723,Simvastatin 40 MG Oral Tablet
19019113,25687,Lorazepam 1 MG Oral Tablet
40173104,25570,Hydromorphone Hydrochloride 2 MG/ML Injectable Solution
19019336,25373,Nitroglycerin 0.4 MG Sublingual Tablet
19074976,25121,Ceftriaxone 20 MG/ML Injectable Solution
40226999,24835,Lidocaine 0.05 MG/MG Medicated Patch [Lidoderm]
40232454,24754,Diphenhydramine Hydrochloride 50 MG/ML Injectable Solution
19073186,24631,Amoxicillin 80 MG/ML Oral Suspension
19082706,24411,"Sodium Phosphate, Dibasic 142 MG/ML / Sodium Phosphate, Monobasic 276 MG/ML Injectable Solution"
19074247,23856,Bisacodyl 5 MG Delayed Release Oral Tablet
1344176,23484,"Albumin Human, USP 50 MG/ML Injectable Solution"
19080129,23428,Lisinopril 20 MG Oral Tablet
1560553,23278,Glucose 100 MG/ML Injectable Solution
1707348,23003,Metronidazole 5 MG/ML Injectable Solution
40232435,22876,Diphenhydramine Hydrochloride 2.5 MG/ML Oral Solution
40166828,22846,24 HR metoprolol succinate 25 MG Extended Release Oral Tablet
19028313,22765,Ceftriaxone 350 MG/ML Injectable Solution
19077654,22599,Glucose 5000 MG Chewable Tablet
19027663,22428,potassium phosphate 3 MMOL/ML Injectable Solution
1717503,22166,Ampicillin 250 MG/ML Injectable Solution
906891,21958,Metoclopramide 10 MG Oral Tablet
40173060,21938,Hydromorphone Hydrochloride 0.2 MG/ML Injectable Solution
19019112,21416,Lorazepam 0.5 MG Oral Tablet
19019074,21318,Ibuprofen 800 MG Oral Tablet
44818427,21221,"0.5 ML Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [F"
19078557,21204,"Regular Insulin, Human 100 UNT/ML Injectable Solution [Humulin R]"
987250,21188,Lactulose 667 MG/ML Oral Solution
40166541,21175,Tamsulosin hydrochloride 0.4 MG Oral Capsule [Flomax]
1742256,20992,Levofloxacin 5 MG/ML Injectable Solution
1771215,20857,Cefazolin 330 MG/ML Injectable Solution
1790982,20719,chlorhexidine gluconate 1.2 MG/ML Mouthwash
19071700,20652,Insulin Glargine 100 UNT/ML Injectable Solution [Lantus]
40227544,20601,Diphenhydramine Hydrochloride 50 MG Oral Capsule [Banophen]
1742255,20463,Levofloxacin 500 MG Oral Tablet
42708391,20460,Docusate Sodium 4 MG/ML Oral Solution
19127213,20451,10 ML Sodium Chloride 9 MG/ML Prefilled Syringe
723042,20426,Diazepam 5 MG Oral Tablet
1518292,20401,Dexamethasone 4 MG Oral Tablet
44818420,20325,"0.5 ML Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [F"
1551123,20323,Prednisone 50 MG Oral Tablet
19027427,20315,Haloperidol 5 MG/ML Injectable Solution
1308251,20311,Lisinopril 5 MG Oral Tablet
40169220,20258,120 ACTUAT Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler
19078130,20179,Sodium polystyrene sulfonate 250 MG/ML Oral Suspension [Kionex]
19112920,20145,Esomeprazole 40 MG Injection
778765,19868,Cyclobenzaprine hydrochloride 10 MG Oral Tablet
1551101,19603,Prednisone 10 MG Oral Tablet
1396154,19531,ferrous sulfate 300 MG Oral Tablet
1545959,19481,atorvastatin 80 MG Oral Tablet
40169761,19279,Levofloxacin 25 MG/ML Injectable Solution
40232700,19144,Oxycodone Hydrochloride 1 MG/ML Oral Solution
40166540,19030,Tamsulosin hydrochloride 0.4 MG Oral Capsule
19079658,18889,Spironolactone 25 MG Oral Tablet
1567232,18771,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoLog]"
1545997,18750,atorvastatin 10 MG Oral Tablet
1707346,18345,Metronidazole 500 MG Oral Tablet
19079119,18324,Nystatin 100000 UNT/ML Oral Suspension
19134047,18310,tramadol hydrochloride 50 MG Oral Tablet
1154109,18217,Fentanyl 0.02 MG/ML Injectable Solution
19123351,18192,Glucose 50 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 0.0769 MEQ/ML Injectable Solution
1545998,18151,atorvastatin 10 MG Oral Tablet [Lipitor]
19008572,18136,Hydrocortisone 10 MG/ML Topical Cream
40185304,18083,Losartan Potassium 50 MG Oral Tablet
19077548,18046,gabapentin 300 MG Oral Capsule
40173081,17628,Hydromorphone Hydrochloride 10 MG/ML Injectable Solution
19072269,17452,Acetylcysteine 100 MG/ML Inhalant Solution
40168136,17348,"sennosides, USP 217 MG Oral Tablet"
19075602,17332,Clotrimazole 10 MG/ML Topical Cream
19049684,17280,Potassium Chloride 10 MEQ Extended Release Oral Tablet
19080181,17181,Methylprednisolone 62.5 MG/ML Injectable Solution
1545996,17114,atorvastatin 40 MG Oral Tablet
19023551,17098,Omeprazole 40 MG Delayed Release Oral Capsule
766815,17072,quetiapine 25 MG Oral Tablet [Seroquel]
19075380,17017,Ciprofloxacin 500 MG Oral Tablet
19078559,16942,Insulin Glargine 100 UNT/ML Injectable Solution
43526147,16902,Dexmedetomidine 0.004 MG/ML Injectable Solution [Precedex]
19132783,16848,Calcium Carbonate 1250 MG / Cholecalciferol 200 UNT Oral Tablet
19019272,16805,Naproxen 250 MG Oral Tablet
43013021,16764,bacitracin zinc 0.5 UNT/MG Topical Ointment
40166824,16700,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet
40232754,16673,Oxycodone Hydrochloride 5 MG Oral Capsule
19035115,16658,Metronidazole 500 MG Oral Tablet [Flagyl]
40161137,16633,Cefazolin 40 MG/ML Injectable Solution
19073215,16591,Ampicillin 250 MG/ML / Sulbactam 125 MG/ML Injectable Solution
798875,16479,Clonazepam 0.5 MG Oral Tablet
19057271,16388,Lorazepam 2 MG/ML Injectable Solution
19123104,16148,Esomeprazole 20 MG Delayed Release Oral Capsule [Nexium]
40161340,15968,Norepinephrine 0.016 MG/ML Injectable Solution
19077547,15873,gabapentin 100 MG Oral Capsule
19073778,15861,Azithromycin 100 MG/ML Injectable Solution
19121909,15843,Glycerin 2100 MG Rectal Suppository
40221822,15688,Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution
19123592,15602,atorvastatin 20 MG Oral Tablet
42800464,15524,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vacci"
1551192,15498,Prednisone 5 MG Oral Tablet
19137328,15469,Thiamine 100 MG Oral Tablet
19123593,15440,atorvastatin 40 MG Oral Tablet [Lipitor]
19077763,15338,Guaifenesin 20 MG/ML Oral Solution
40163473,15263,Trazodone Hydrochloride 50 MG Oral Tablet
1786652,15136,Cephalexin 500 MG Oral Tablet
19126665,15085,Sodium Chloride 0.111 MEQ/ML Nasal Spray
1707772,14915,Vancomycin 50 MG/ML Injectable Solution
40231804,14844,12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet
40163492,14829,Zolpidem tartrate 10 MG Oral Tablet
1560751,14754,50 ML Glucose 500 MG/ML Prefilled Syringe
40175249,14678,Nalbuphine Hydrochloride 10 MG/ML Injectable Solution
40168991,14293,pantoprazole 40 MG Injection [Protonix]
40164897,14203,Metformin hydrochloride 1000 MG Oral Tablet
45776083,14026,"0.5 ML Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML / Influenza B virus vaccine,"
19019114,13974,Lorazepam 2 MG Oral Tablet
40164848,13895,Ketorolac Tromethamine 15 MG/ML Injectable Solution [Toradol]
40169902,13884,Morphine Sulfate 10 MG/ML Injectable Solution
961050,13828,Ranitidine 150 MG Oral Tablet
19027493,13778,Famotidine 10 MG/ML Injectable Solution
40227057,13761,Lidocaine Hydrochloride 20 MG/ML Mucous Membrane Topical Solution
19044757,13696,0.5 ML Vitamin K 1 2 MG/ML Injection
19078558,13515,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution"
1309992,13511,Amiodarone hydrochloride 200 MG Oral Tablet
40163535,13464,Warfarin Sodium 2.5 MG Oral Tablet [Coumadin]
19073094,13344,Amlodipine 2.5 MG Oral Tablet
40175291,13315,POLYETHYLENE GLYCOL 3350 59 MG/ML / Potassium Chloride 0.01 MEQ/ML / Sodium Bicarbonate 0.02 MEQ/ML / Sodium Chloride 0.025 MEQ/ML / sodium sulfate 0.04 MEQ/ML Oral Solution [Golytely]
1539463,13303,Simvastatin 10 MG Oral Tablet
19057128,13291,Oxytocin 10 UNT/ML Injectable Solution
19011661,13268,Polyvinyl Alcohol 0.014 ML/ML Ophthalmic Solution
19129406,13258,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution
19023368,13165,montelukast 10 MG Oral Tablet
19124112,12899,Glucose 50 MG/ML / Sodium Chloride 0.0342 MEQ/ML Injectable Solution
1344175,12843,"Albumin Human, USP 250 MG/ML Injectable Solution"
19079028,12721,Nitroglycerin 0.2 MG/ML Injectable Solution
19093967,12537,100 ML Magnesium Sulfate 10 MG/ML Injection
40163554,12452,Warfarin Sodium 5 MG Oral Tablet
19018811,12294,Atenolol 25 MG Oral Tablet
1518261,12292,Dexamethasone 2 MG Oral Tablet
1383844,12290,24 HR Isosorbide Mononitrate 30 MG Extended Release Oral Tablet [Imdur]
43012671,12133,Ergocalciferol 50000 UNT Oral Capsule
19041463,12114,Acetaminophen 500 MG Oral Tablet [Genebs]
19058319,12072,Purified Protein Derivative of Tuberculin 50 UNT/ML Injectable Solution [Tubersol]
19073187,12040,Amoxicillin 500 MG Oral Capsule
902807,11875,Tobramycin 40 MG/ML Injectable Solution
40163525,11826,Warfarin Sodium 2 MG Oral Tablet [Coumadin]
19044756,11823,Vitamin K 1 10 MG/ML Injectable Solution
939534,11808,Sodium Bicarbonate 1 MEQ/ML Injectable Solution
19072205,11771,Acetaminophen 33.3 MG/ML Oral Solution
941477,11730,terconazole 4 MG/ML Vaginal Cream
19126405,11659,Ranitidine 15 MG/ML Oral Solution
961167,11648,Ranitidine 25 MG/ML Injectable Solution
40169883,11642,Morphine Sulfate 1 MG/ML Injectable Solution
922804,11616,Nystatin 100 UNT/MG Topical Powder [Nyamyc]
19019630,11603,Vitamin K 1 5 MG Oral Tablet
19072933,11467,Alprazolam 0.25 MG Oral Tablet
739209,11458,Sertraline 50 MG Oral Tablet
1126872,11455,Acetaminophen 100 MG/ML Oral Suspension
19132737,11444,Simethicone 66.7 MG/ML Oral Suspension [Genasyme]
1314008,11439,Atenolol 50 MG Oral Tablet
1308221,11400,Lisinopril 40 MG Oral Tablet
19006967,11365,Hydrocortisone 100 MG Injection [Solu-Cortef]
42707671,11365,Benzocaine 15 MG / Menthol 3.6 MG Oral Lozenge [Cepacol Sore Throat Pain Relief]
40173099,11337,Hydromorphone Hydrochloride 2 MG Oral Tablet [Dilaudid]
19036366,11316,Calcium Carbonate 1500 MG / Cholecalciferol 400 UNT Oral Tablet
19023636,11302,Citalopram 20 MG Oral Tablet
1346827,11195,carvedilol 6.25 MG Oral Tablet [Coreg]
40169977,11133,Morphine Sulfate 25 MG/ML Injectable Solution
40232444,11026,Diphenhydramine Hydrochloride 25 MG Oral Capsule
711586,11020,Levetiracetam 500 MG Oral Tablet [Keppra]
40222796,10999,Meclizine Hydrochloride 25 MG Oral Tablet
19127610,10991,Penicillin G Sodium 100000 UNT/ML Injectable Solution
19074672,10904,Captopril 12.5 MG Oral Tablet
19123103,10718,Esomeprazole 20 MG Delayed Release Oral Capsule
19078530,10670,"insulin human, isophane 100 UNT/ML Injectable Suspension [Humulin N]"
19127677,10656,Mineral Oil 0.15 MG/MG / Petrolatum 0.83 MG/MG Ophthalmic Ointment
40169706,10525,Labetalol hydrochloride 5 MG/ML Injectable Solution
40174776,10503,Hydralazine Hydrochloride 20 MG/ML Injectable Solution
19069200,10498,Ascorbic Acid 500 MG Oral Tablet
19019003,10445,Fluconazole 200 MG Oral Tablet
19077607,10437,Gentamicin Sulfate (USP) 0.8 MG/ML Injectable Solution
922802,10420,Nystatin 100000 UNT/ML Topical Cream
1755040,10391,Fluconazole 2 MG/ML Injectable Solution
1589573,10360,Levonorgestrel 1.5 MG Oral Tablet
40185280,10323,Losartan Potassium 25 MG Oral Tablet
1346991,10216,carvedilol 3.125 MG Oral Tablet [Coreg]
19076492,10197,Digoxin 0.125 MG Oral Tablet [Lanoxin]
19034804,10095,Methylprednisolone 40 MG Injection [A-MethaPred]
19102189,9945,Omeprazole 20 MG Delayed Release Oral Tablet
19078928,9930,Milrinone 0.2 MG/ML Injectable Solution
1771170,9916,Cefazolin 225 MG/ML Injectable Solution [Ancef]
19008723,9904,Mupirocin 0.02 MG/MG Topical Ointment
1836433,9897,Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet
19079171,9876,Ondansetron 8 MG Oral Tablet
19035072,9808,Nitroglycerin 0.02 MG/MG Topical Ointment [Nitro-Bid]
19079160,9797,Ondansetron 0.8 MG/ML Oral Solution
920332,9708,Nitrofurantoin 100 MG Oral Capsule
42708743,9701,Docusate Sodium 10 MG/ML Oral Suspension
19070310,9691,prednisolone 3 MG/ML Oral Solution
956877,9656,Furosemide 80 MG Oral Tablet
40160992,9580,0.8 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox]
1518258,9475,Dexamethasone 0.5 MG Oral Tablet
40169245,9434,14 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]
1115067,9414,Naproxen 500 MG Delayed Release Oral Tablet
40175400,9396,Pravastatin Sodium 40 MG Oral Tablet
1346828,9383,carvedilol 12.5 MG Oral Tablet [Coreg]
1154621,9373,200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Proventil]
1713370,9339,Amoxicillin 50 MG/ML Oral Suspension
40231639,9329,"sennosides, USP 1.76 MG/ML Oral Solution [Senokot]"
19021041,9325,Doxycycline 100 MG Oral Capsule
1308250,9323,Lisinopril 2.5 MG Oral Tablet
19019339,9276,Norethindrone 0.35 MG Oral Tablet
1742254,9239,Levofloxacin 250 MG Oral Tablet
948637,9217,Polymyxin B 10000 UNT/ML / Trimethoprim 1 MG/ML Ophthalmic Solution
19057565,9202,Gentamicin Sulfate (USP) 10 MG/ML Injectable Solution
19078344,9169,Hydrocortisone 25 MG/ML Topical Cream
40173612,9120,Alendronic acid 70 MG Oral Tablet
40222663,9107,Hydroxyzine Hydrochloride 25 MG Oral Tablet
19028828,9051,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension"
19019271,9051,Naproxen 375 MG Oral Tablet
40165710,9040,Esomeprazole 2.67 MG/ML Oral Suspension [Nexium]
40160990,9016,0.6 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox]
19114557,8952,alteplase 1 MG/ML Injectable Solution [Cathflo Activase]
1717708,8930,valacyclovir 500 MG Oral Tablet
40225159,8831,Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray
42902746,8784,Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler
19041196,8767,Acetaminophen 120 MG Rectal Suppository [Acephen]
40228214,8583,cetirizine hydrochloride 10 MG Oral Tablet
739207,8572,Sertraline 100 MG Oral Tablet
43011826,8566,"heparin sodium, porcine 1000 UNT/ML Injectable Solution"
40163567,8507,Warfarin Sodium 7.5 MG Oral Tablet [Coumadin]
19112613,8502,lansoprazole 6 MG/ML Injectable Solution
19072270,8484,Acetylcysteine 200 MG/ML Inhalant Solution
1709202,8480,meropenem 50 MG/ML Injectable Solution
19036004,8473,Calcium Carbonate 1250 MG Oral Tablet
40184727,8461,Loperamide Hydrochloride 2 MG Oral Capsule
40166448,8445,Oxybutynin chloride 5 MG Oral Tablet
19072381,8441,Albuterol 0.09 MG/ACTUAT Inhalant Solution
19018909,8440,Diazepam 2 MG Oral Tablet
19082350,8405,24 HR Isosorbide Mononitrate 30 MG Extended Release Oral Tablet
19067796,8398,Acetaminophen 300 MG / Codeine 30 MG Oral Tablet [Tylenol with Codeine #3]
40227049,8394,Lidocaine Hydrochloride 20 MG/ML Injectable Solution
40175294,8390,POLYETHYLENE GLYCOL 3350 60 MG/ML / Potassium Chloride 0.01 MEQ/ML / Sodium Bicarbonate 0.02 MEQ/ML / Sodium Chloride 0.025 MEQ/ML / sodium sulfate 0.04 MEQ/ML Oral Solution
40165762,8317,Enalapril Maleate 10 MG Oral Tablet
1328689,8289,Diltiazem Hydrochloride 30 MG Oral Tablet
19135253,8274,Calcium Citrate 1500 MG / Cholecalciferol 250 UNT Oral Tablet
19002487,8254,Mupirocin 0.02 MG/MG Topical Ointment [Bactroban]
42709116,8206,"potassium phosphate 155 MG / Sodium Phosphate, Dibasic 852 MG / Sodium Phosphate, Monobasic 130 MG Oral Tablet [K-Phos Neutral]"
19031564,8193,Clonazepam 1 MG Oral Tablet [Klonopin]
997899,8169,Clindamycin 300 MG Oral Capsule
1136682,8144,benzonatate 100 MG Oral Capsule
40226969,8110,Lidocaine Hydrochloride 0.02 MG/MG Topical Gel
19019042,8055,Furosemide 10 MG/ML Oral Solution
40165245,8011,Rosuvastatin calcium 10 MG Oral Tablet
19126059,7999,carbamide peroxide 65 MG/ML Otic Solution
19026511,7996,Hydrocortisone 0.01 MG/MG Topical Ointment
19102681,7931,Polysaccharide iron complex 150 MG Oral Capsule [Ferrex-150]
19077375,7914,Finasteride 5 MG Oral Tablet
