#fa_symbol	hit_symbol	score	fa_set	fa_iri	hit_iri
SLX4	EIF3G	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/8666
SLX4	CCNQ	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/92002
SLX4	TXNDC9	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/10190
SLX4	EIF3E	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/3646
SLX4	ZNF287	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/57336
SLX4	MRPS33	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/51650
SLX4	TOLLIP	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/54472
SLX4	EID2B	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/126272
SLX4	CCDC96	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/257236
SLX4	MAD1L1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/8379
SLX4	SMG6	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/23293
SLX4	ARHGEF39	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/84904
SLX4	FBXW5	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/54461
SLX4	PRKAR2A	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/5576
SLX4	HIRIP3	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/8479
SLX4	SUGP2	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/10147
SLX4	SDHB	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/6390
SLX4	ASCC1	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/51008
SLX4	NARFL	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/64428
SLX4	C10orf111	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/221060
SLX4	UBE2V1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/7335
SLX4	RBFOX2	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/23543
SLX4	RAB35	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/11021
SLX4	HEATR5B	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/54497
SLX4	EEF1D	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/1936
SLX4	TMEM161B	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/153396
SLX4	WDR46	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/9277
SLX4	ZNF329	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/79673
SLX4	UNKL	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/64718
SLX4	PPM1F	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/9647
SLX4	CCDC93	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/54520
SLX4	IKZF2	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/22807
SLX4	DHRS13	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/147015
SLX4	AREL1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/9870
SLX4	SOS2	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/6655
SLX4	PTGES3L	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/100885848
SLX4	CCDC127	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/133957
SLX4	PRELID3B	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/51012
SLX4	CXorf38	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/159013
SLX4	CDCA3	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/83461
SLX4	NPRL3	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/8131
SLX4	SIRT6	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/51548
SLX4	MEIS2	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/4212
SLX4	ZC3H8	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/84524
SLX4	MEA1	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/4201
SLX4	RAB14	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/51552
SLX4	FAM227A	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/646851
SLX4	UNC93B1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/81622
SLX4	C10orf88	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/80007
SLX4	TMEM184B	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/25829
SLX4	DENND6A	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/201627
SLX4	POU4F1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/5457
SLX4	N6AMT1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/29104
SLX4	MBD1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/4152
SLX4	MPHOSPH6	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/10200
SLX4	BNIP3	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/664
SLX4	ZBTB17	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/7709
SLX4	RNF19A	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/25897
SLX4	PSPC1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/55269
SLX4	STRADA	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/92335
SLX4	SAYSD1	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/55776
SLX4	TWF2	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/11344
SLX4	VPS13C	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/84464	http://www.ncbi.nlm.nih.gov/gene/54832
XRCC2	ATP5G3	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/518
XRCC2	PRKN	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/5071
XRCC2	SMC1A	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/8243
XRCC2	ZNF347	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/84671
XRCC2	PEX11A	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/8800
XRCC2	COPS2	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/9318
XRCC2	PDRG1	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/81572
XRCC2	MAGI1	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/9223
XRCC2	RNF122	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/7516	http://www.ncbi.nlm.nih.gov/gene/79845
BRIP1	TMEM53	0.5	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/83990	http://www.ncbi.nlm.nih.gov/gene/79639
BRIP1	ISOC2	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/83990	http://www.ncbi.nlm.nih.gov/gene/79763
BRIP1	ATP5E	0.2	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/83990	http://www.ncbi.nlm.nih.gov/gene/514
BRIP1	GOLGB1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/83990	http://www.ncbi.nlm.nih.gov/gene/2804
BRIP1	LMBR1L	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/83990	http://www.ncbi.nlm.nih.gov/gene/55716
BRIP1		1	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/83990	http://www.ncbi.nlm.nih.gov/gene/109504726
BRIP1	ABL2	1	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/83990	http://www.ncbi.nlm.nih.gov/gene/27
RFWD3	ZNF569	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/148266
RFWD3	ZPR1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/8882
RFWD3	B4GALT1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/2683
RFWD3	SUMO1	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/7341
RFWD3	USF1	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/7391
RFWD3	HCLS1	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/3059
RFWD3	NUFIP1	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/26747
RFWD3	ARHGAP4	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/393
RFWD3	ALKBH2	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/121642
RFWD3	RTTN	0.25	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/25914
RFWD3	NSFL1C	0.333333	effector_proteins	http://www.ncbi.nlm.nih.gov/gene/55159	http://www.ncbi.nlm.nih.gov/gene/55968
FAAP20	RPS27L	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/51065
FAAP20	SFRP5	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/6425
FAAP20	NAA10	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/8260
FAAP20	LHB	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/3972
FAAP20	ZSCAN10	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/84891
FAAP20	HSD17B11	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/51170
FAAP20	C16orf47	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/388289
FAAP20	MYO1A	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/4640
FAAP20	ZNF414	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/84330
FAAP20	MIF4GD	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/57409
FAAP20	GPR20	0.5	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/2843
FAAP20	VWCE	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/220001
FAAP20	BCAT2	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/587
FAAP20	CEACAM1	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/634
FAAP20	CHST15	0.5	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/51363
FAAP20	AGMO	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/392636
FAAP20	CD70	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/970
FAAP20	PRTFDC1	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/56952
FAAP20	ANXA2	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/302
FAAP20	KIAA0895L	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/653319
FAAP20	DBNDD1	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/79007
FAAP20	SP6	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/80320
FAAP20	PTGIR	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/5739
FAAP20	MATN3	0.5	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/4148
FAAP20	C8orf59	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/401466
FAAP20	UNKL	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/64718
FAAP20	ANKRD18A	0.5	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/253650
FAAP20	BEGAIN	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/57596
FAAP20	MYH7	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/4625
FAAP20	AMT	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/199990	http://www.ncbi.nlm.nih.gov/gene/275
CENPX	FUCA1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/2517
CENPX	ZFAT	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/57623
CENPX	RRN3	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/54700
CENPX	KLHL25	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/64410
CENPX	EPHB4	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/2050
CENPX	ZNF550	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/162972
CENPX	TBCCD1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/55171
CENPX	DHX57	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/90957
CENPX	HYI	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/81888
CENPX	RBM23	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/55147
CENPX	C16orf87	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/388272
CENPX	XRN1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/54464
CENPX	NUP43	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/348995
CENPX	PDK4	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/5166
CENPX	IARS	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/3376
CENPX	HLA-DMA	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/3108
CENPX	PGK2	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/5232
CENPX	ROGDI	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/79641
CENPX	FMN1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/342184
CENPX	LZIC	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/84328
CENPX	CYP39A1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/51302
CENPX	ALDH4A1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/8659
CENPX	VPS52	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/6293
CENPX	PPIL1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/51645
CENPX	CYB5RL	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/606495
CENPX	FKBP3	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/2287
CENPX	RABL3	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/285282
CENPX	RTBDN	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/83546
CENPX	CCDC153	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/283152
CENPX	SLC26A6	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/65010
CENPX	ZNF20	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/201254	http://www.ncbi.nlm.nih.gov/gene/7568
FAAP100	FBXW2	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/26190
FAAP100	FBXW9	0.5	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/84261
FAAP100	SF3B6	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/51639
FAAP100	TAF12	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/6883
FAAP100	ZNF384	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/171017
FAAP100	PALB2	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/79728
FAAP100	RPS6	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/6194
FAAP100	KNOP1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/400506
FAAP100	WDR27	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/253769
FAAP100	PPID	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/5481
FAAP100	TMEM230	0.25	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/29058
FAAP100	LYSMD1	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/388695
FAAP100	C2orf68	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/388969
FAAP100	CAGE1	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/285782
FAAP100	MUT	0.333333	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/4594
FAAP100	CYB561A3	0.2	associated_proteins	http://www.ncbi.nlm.nih.gov/gene/80233	http://www.ncbi.nlm.nih.gov/gene/220002
